legacy_db,legacy_table,family,target_entity,target_table,legacy_column_count,primary_key_columns,foreign_key_count
01-ventanilla,qcl_config,qcl_config,legacy_reference_or_payload,raw_record,32,qcl_cnf_pais,0
01-ventanilla,secuencias,secuencias,legacy_reference_or_payload,raw_record,3,vus_seq_tpr_id|vus_seq_tipo,0
01-ventanilla,temporal,temporal,legacy_reference_or_payload,raw_record,69,,0
01-ventanilla,vus_ayuda,vus_ayuda,legacy_reference_or_payload,raw_record,4,vus_ayu_id,0
01-ventanilla,vus_ayuda_also,vus_ayuda_also,legacy_reference_or_payload,raw_record,3,vus_als_id|vus_ayu_form1|vus_ayu_form2,0
01-ventanilla,vus_cenavif_notif,vus_cenavif_notif,legacy_reference_or_payload,raw_record,56,vus_cnv_id,0
01-ventanilla,vus_config,vus_config,legacy_reference_or_payload,raw_record,36,vus_cnf_pais,0
01-ventanilla,vus_config_calendario,vus_config_calendario,legacy_reference_or_payload,raw_record,3,,0
01-ventanilla,vus_guias,vus_guias,legacy_reference_or_payload,raw_record,3,id,0
01-ventanilla,vus_mensajes,vus_mensajes,legacy_reference_or_payload,raw_record,11,vus_msg_id,0
01-ventanilla,vus_tramites,vus_tramites,legacy_reference_or_payload,raw_record,17,vus_numsol|vus_tpt_id|vus_tpr_id,0
01-ventanilla,vus_tramites_ec,vus_tramites_{tipo},case_request,case_request,149,vus_ec_numsol|vus_ec_tpt_id|vus_ec_tpr_id,0
01-ventanilla,vus_tramites_ec1,vus_tramites_{tipo},case_request,case_request,149,vus_ec_numsol|vus_ec_tpt_id|vus_ec_tpr_id,0
01-ventanilla,vus_tramites_ec1_AUDIENCIAS,vus_tramites_{tipo}_audiencias,case_appointment,case_event,14,vus_ecAUD_numsol|vus_ecAUD_tpt_id|vus_ecAUD_tpr_id|vus_ecAUD_crea_dt,1
01-ventanilla,vus_tramites_ec1_CHKinf,vus_tramites_{tipo}_chkinf,case_checklist_response,case_checklist_response,13,vus_ecCHKi_numsol|vus_ecCHKi_tpt_id|vus_ecCHKi_tpr_id|vus_ecCHKi_etapa|vus_ecCHKi_tec_id,1
01-ventanilla,vus_tramites_ec1_CHKl,vus_tramites_{tipo}_chkl,case_checklist_response,case_checklist_response,70,vus_ecCHK_numsol|vus_ecCHK_tpt_id|vus_ecCHK_tpr_id|vus_ecCHK_tec_id|vus_ecCHK_ttc_id|vus_ecCHK_ttd_id|vus_ecCHK_ttl_part,1
01-ventanilla,vus_tramites_ec1_DOCs,vus_tramites_{tipo}_docs,case_document,case_document,18,vus_ecDOC_numsol|vus_ecDOC_tpt_id|vus_ecDOC_tpr_id|vus_ecDOC_ttc_id|vus_ecDOC_ttd_id|vus_ecDOC_ttd_part|vus_ecDOC_copy,1
01-ventanilla,vus_tramites_ec1_EMPRESAS,vus_tramites_{tipo}_empresas,case_party,case_party,145,vus_ecEMP_numsol|vus_ecEMP_tpt_id|vus_ecEMP_tpr_id|vus_ecEMP_rif|vus_ecEMP_rol_id|vus_ecEMP_nombre,1
01-ventanilla,vus_tramites_ec1_FIT,vus_tramites_{tipo}_fit,case_technical_sheet,form_submission,32,vus_ecFIT_numsol|vus_ecFIT_tpt_id|vus_ecFIT_tpr_id|vus_ecFIT_tipo,1
01-ventanilla,vus_tramites_ec1_MUESTRAS,vus_tramites_{tipo}_muestras,case_sample,case_event,16,vus_ecMUE_numsol|vus_ecMUE_tpt_id|vus_ecMUE_tpr_id|vus_ecMUE_tipo,1
01-ventanilla,vus_tramites_ec1_SEC,vus_tramites_{tipo}_sec,case_classification,case_event,12,vus_ecSEC_numsol|vus_ecSEC_tpt_id|vus_ecSEC_tpr_id|vus_ecSEC_tipo|vus_ecSEC_ctg_id|vus_ecSEC_ctg_id_tpo,1
01-ventanilla,vus_tramites_ec1_SECinf,vus_tramites_{tipo}_secinf,case_classification,case_event,12,vus_ecSECi_numsol|vus_ecSECi_tpt_id|vus_ecSECi_tpr_id|vus_ecSECi_sec|vus_ecSECi_tipo|vus_ecSECi_id,1
01-ventanilla,vus_tramites_ec1_cambios,vus_tramites_{tipo}_cambios,case_event,case_event,14,vus_ecchg_numsol|vus_ecchg_tpt_id|vus_ecchg_tpr_id|vus_ecchg_id,0
01-ventanilla,vus_tramites_ec1_formula,vus_tramites_{tipo}_formula,case_formula_component,form_submission,23,vus_ecFOR_numsol|vus_ecFOR_tpt_id|vus_ecFOR_tpr_id|vus_ecFOR_id|vus_ecFOR_sus_nom|vus_ecFOR_tipo,1
01-ventanilla,vus_tramites_ec1_personas,vus_tramites_{tipo}_personas,case_party,case_party,19,vus_ecper_numsol|vus_ecper_tpt_id|vus_ecper_tpr_id|vus_ecper_id|vus_ecper_cui,1
01-ventanilla,vus_tramites_ec1_productos,vus_tramites_{tipo}_productos,case_product,case_product,18,vus_ecpro_numsol|vus_ecpro_tpt_id|vus_ecpro_tpr_id|vus_ecpro_tpo|vus_ecpro_id|vus_ecpro_reg,1
01-ventanilla,vus_tramites_ec1_publicidad,vus_tramites_{tipo}_publicidad,case_advertising,form_submission,24,vus_ecpub_numsol|vus_ecpub_tpt_id|vus_ecpub_tpr_id|vus_ecpub_id,0
01-ventanilla,vus_tramites_ec1_tramite,vus_tramites_{tipo}_tramite,case_step_payload,form_submission,62,vus_ec_tpt_numsol|vus_ec_tpt_id|vus_ec_tpr_id,1
01-ventanilla,vus_tramites_ec2,vus_tramites_{tipo},case_request,case_request,149,vus_ec_numsol|vus_ec_tpt_id|vus_ec_tpr_id,0
01-ventanilla,vus_tramites_ec2_AUDIENCIAS,vus_tramites_{tipo}_audiencias,case_appointment,case_event,14,vus_ecAUD_numsol|vus_ecAUD_tpt_id|vus_ecAUD_tpr_id|vus_ecAUD_crea_dt,1
01-ventanilla,vus_tramites_ec2_CHKinf,vus_tramites_{tipo}_chkinf,case_checklist_response,case_checklist_response,13,vus_ecCHKi_numsol|vus_ecCHKi_tpt_id|vus_ecCHKi_tpr_id|vus_ecCHKi_etapa|vus_ecCHKi_tec_id,1
01-ventanilla,vus_tramites_ec2_CHKl,vus_tramites_{tipo}_chkl,case_checklist_response,case_checklist_response,70,vus_ecCHK_numsol|vus_ecCHK_tpt_id|vus_ecCHK_tpr_id|vus_ecCHK_tec_id|vus_ecCHK_ttc_id|vus_ecCHK_ttd_id|vus_ecCHK_ttl_part,1
01-ventanilla,vus_tramites_ec2_DOCs,vus_tramites_{tipo}_docs,case_document,case_document,18,vus_ecDOC_numsol|vus_ecDOC_tpt_id|vus_ecDOC_tpr_id|vus_ecDOC_ttc_id|vus_ecDOC_ttd_id|vus_ecDOC_ttd_part|vus_ecDOC_copy,1
01-ventanilla,vus_tramites_ec2_EMPRESAS,vus_tramites_{tipo}_empresas,case_party,case_party,145,vus_ecEMP_numsol|vus_ecEMP_tpt_id|vus_ecEMP_tpr_id|vus_ecEMP_rif|vus_ecEMP_rol_id|vus_ecEMP_nombre,1
01-ventanilla,vus_tramites_ec2_FIT,vus_tramites_{tipo}_fit,case_technical_sheet,form_submission,32,vus_ecFIT_numsol|vus_ecFIT_tpt_id|vus_ecFIT_tpr_id|vus_ecFIT_tipo,1
01-ventanilla,vus_tramites_ec2_MUESTRAS,vus_tramites_{tipo}_muestras,case_sample,case_event,16,vus_ecMUE_numsol|vus_ecMUE_tpt_id|vus_ecMUE_tpr_id|vus_ecMUE_tipo,1
01-ventanilla,vus_tramites_ec2_SEC,vus_tramites_{tipo}_sec,case_classification,case_event,12,vus_ecSEC_numsol|vus_ecSEC_tpt_id|vus_ecSEC_tpr_id|vus_ecSEC_tipo|vus_ecSEC_ctg_id|vus_ecSEC_ctg_id_tpo,1
01-ventanilla,vus_tramites_ec2_SECinf,vus_tramites_{tipo}_secinf,case_classification,case_event,12,vus_ecSECi_numsol|vus_ecSECi_tpt_id|vus_ecSECi_tpr_id|vus_ecSECi_sec|vus_ecSECi_tipo|vus_ecSECi_id,1
01-ventanilla,vus_tramites_ec2_cambios,vus_tramites_{tipo}_cambios,case_event,case_event,14,vus_ecchg_numsol|vus_ecchg_tpt_id|vus_ecchg_tpr_id|vus_ecchg_id,0
01-ventanilla,vus_tramites_ec2_formula,vus_tramites_{tipo}_formula,case_formula_component,form_submission,23,vus_ecFOR_numsol|vus_ecFOR_tpt_id|vus_ecFOR_tpr_id|vus_ecFOR_id|vus_ecFOR_sus_nom|vus_ecFOR_tipo,1
01-ventanilla,vus_tramites_ec2_personas,vus_tramites_{tipo}_personas,case_party,case_party,19,vus_ecper_numsol|vus_ecper_tpt_id|vus_ecper_tpr_id|vus_ecper_id|vus_ecper_cui,1
01-ventanilla,vus_tramites_ec2_productos,vus_tramites_{tipo}_productos,case_product,case_product,18,vus_ecpro_numsol|vus_ecpro_tpt_id|vus_ecpro_tpr_id|vus_ecpro_tpo|vus_ecpro_id|vus_ecpro_reg,1
01-ventanilla,vus_tramites_ec2_publicidad,vus_tramites_{tipo}_publicidad,case_advertising,form_submission,24,vus_ecpub_numsol|vus_ecpub_tpt_id|vus_ecpub_tpr_id|vus_ecpub_id,0
01-ventanilla,vus_tramites_ec2_tramite,vus_tramites_{tipo}_tramite,case_step_payload,form_submission,62,vus_ec_tpt_numsol|vus_ec_tpt_id|vus_ec_tpr_id,1
01-ventanilla,vus_tramites_ec3,vus_tramites_{tipo},case_request,case_request,149,vus_ec_numsol|vus_ec_tpt_id|vus_ec_tpr_id,0
01-ventanilla,vus_tramites_ec3_AUDIENCIAS,vus_tramites_{tipo}_audiencias,case_appointment,case_event,14,vus_ecAUD_numsol|vus_ecAUD_tpt_id|vus_ecAUD_tpr_id|vus_ecAUD_crea_dt,1
01-ventanilla,vus_tramites_ec3_CHKinf,vus_tramites_{tipo}_chkinf,case_checklist_response,case_checklist_response,13,vus_ecCHKi_numsol|vus_ecCHKi_tpt_id|vus_ecCHKi_tpr_id|vus_ecCHKi_etapa|vus_ecCHKi_tec_id,1
01-ventanilla,vus_tramites_ec3_CHKl,vus_tramites_{tipo}_chkl,case_checklist_response,case_checklist_response,70,vus_ecCHK_numsol|vus_ecCHK_tpt_id|vus_ecCHK_tpr_id|vus_ecCHK_tec_id|vus_ecCHK_ttc_id|vus_ecCHK_ttd_id|vus_ecCHK_ttl_part,1
01-ventanilla,vus_tramites_ec3_DOCs,vus_tramites_{tipo}_docs,case_document,case_document,18,vus_ecDOC_numsol|vus_ecDOC_tpt_id|vus_ecDOC_tpr_id|vus_ecDOC_ttc_id|vus_ecDOC_ttd_id|vus_ecDOC_ttd_part|vus_ecDOC_copy,1
01-ventanilla,vus_tramites_ec3_EMPRESAS,vus_tramites_{tipo}_empresas,case_party,case_party,145,vus_ecEMP_numsol|vus_ecEMP_tpt_id|vus_ecEMP_tpr_id|vus_ecEMP_rif|vus_ecEMP_rol_id|vus_ecEMP_nombre,1
01-ventanilla,vus_tramites_ec3_FIT,vus_tramites_{tipo}_fit,case_technical_sheet,form_submission,32,vus_ecFIT_numsol|vus_ecFIT_tpt_id|vus_ecFIT_tpr_id|vus_ecFIT_tipo,1
01-ventanilla,vus_tramites_ec3_MUESTRAS,vus_tramites_{tipo}_muestras,case_sample,case_event,16,vus_ecMUE_numsol|vus_ecMUE_tpt_id|vus_ecMUE_tpr_id|vus_ecMUE_tipo,1
01-ventanilla,vus_tramites_ec3_SEC,vus_tramites_{tipo}_sec,case_classification,case_event,12,vus_ecSEC_numsol|vus_ecSEC_tpt_id|vus_ecSEC_tpr_id|vus_ecSEC_tipo|vus_ecSEC_ctg_id|vus_ecSEC_ctg_id_tpo,1
01-ventanilla,vus_tramites_ec3_SECinf,vus_tramites_{tipo}_secinf,case_classification,case_event,12,vus_ecSECi_numsol|vus_ecSECi_tpt_id|vus_ecSECi_tpr_id|vus_ecSECi_sec|vus_ecSECi_tipo|vus_ecSECi_id,1
01-ventanilla,vus_tramites_ec3_cambios,vus_tramites_{tipo}_cambios,case_event,case_event,14,vus_ecchg_numsol|vus_ecchg_tpt_id|vus_ecchg_tpr_id|vus_ecchg_id,0
01-ventanilla,vus_tramites_ec3_formula,vus_tramites_{tipo}_formula,case_formula_component,form_submission,23,vus_ecFOR_numsol|vus_ecFOR_tpt_id|vus_ecFOR_tpr_id|vus_ecFOR_id|vus_ecFOR_sus_nom|vus_ecFOR_tipo,1
01-ventanilla,vus_tramites_ec3_personas,vus_tramites_{tipo}_personas,case_party,case_party,19,vus_ecper_numsol|vus_ecper_tpt_id|vus_ecper_tpr_id|vus_ecper_id|vus_ecper_cui,1
01-ventanilla,vus_tramites_ec3_productos,vus_tramites_{tipo}_productos,case_product,case_product,18,vus_ecpro_numsol|vus_ecpro_tpt_id|vus_ecpro_tpr_id|vus_ecpro_tpo|vus_ecpro_id|vus_ecpro_reg,1
01-ventanilla,vus_tramites_ec3_publicidad,vus_tramites_{tipo}_publicidad,case_advertising,form_submission,24,vus_ecpub_numsol|vus_ecpub_tpt_id|vus_ecpub_tpr_id|vus_ecpub_id,0
01-ventanilla,vus_tramites_ec3_tramite,vus_tramites_{tipo}_tramite,case_step_payload,form_submission,62,vus_ec_tpt_numsol|vus_ec_tpt_id|vus_ec_tpr_id,1
01-ventanilla,vus_tramites_ec5,vus_tramites_{tipo},case_request,case_request,148,vus_ec_numsol|vus_ec_tpt_id|vus_ec_tpr_id,0
01-ventanilla,vus_tramites_ec_AUDIENCIAS,vus_tramites_{tipo}_audiencias,case_appointment,case_event,14,vus_ecAUD_numsol|vus_ecAUD_tpt_id|vus_ecAUD_tpr_id|vus_ecAUD_crea_dt,1
01-ventanilla,vus_tramites_ec_CHKinf,vus_tramites_{tipo}_chkinf,case_checklist_response,case_checklist_response,13,vus_ecCHKi_numsol|vus_ecCHKi_tpt_id|vus_ecCHKi_tpr_id|vus_ecCHKi_etapa|vus_ecCHKi_tec_id,1
01-ventanilla,vus_tramites_ec_CHKl,vus_tramites_{tipo}_chkl,case_checklist_response,case_checklist_response,70,vus_ecCHK_numsol|vus_ecCHK_tpt_id|vus_ecCHK_tpr_id|vus_ecCHK_tec_id|vus_ecCHK_ttc_id|vus_ecCHK_ttd_id|vus_ecCHK_ttl_part,1
01-ventanilla,vus_tramites_ec_DOCs,vus_tramites_{tipo}_docs,case_document,case_document,18,vus_ecDOC_numsol|vus_ecDOC_tpt_id|vus_ecDOC_tpr_id|vus_ecDOC_ttc_id|vus_ecDOC_ttd_id|vus_ecDOC_ttd_part|vus_ecDOC_copy,1
01-ventanilla,vus_tramites_ec_EMPRESAS,vus_tramites_{tipo}_empresas,case_party,case_party,145,vus_ecEMP_numsol|vus_ecEMP_tpt_id|vus_ecEMP_tpr_id|vus_ecEMP_rif|vus_ecEMP_rol_id|vus_ecEMP_nombre,1
01-ventanilla,vus_tramites_ec_ESTATUS,vus_tramites_{tipo}_estatus,case_event,case_event,22,vus_ecEST_numsol|vus_ecEST_tpt_id|vus_ecEST_tpr_id|vus_ecEST_tts_id,0
01-ventanilla,vus_tramites_ec_FIT,vus_tramites_{tipo}_fit,case_technical_sheet,form_submission,32,vus_ecFIT_numsol|vus_ecFIT_tpt_id|vus_ecFIT_tpr_id|vus_ecFIT_tipo,1
01-ventanilla,vus_tramites_ec_MENSAJES,vus_tramites_{tipo}_mensajes,case_event,case_event,26,vus_ecMSG_numsol|vus_ecMSG_tpt_id|vus_ecMSG_tpr_id|vus_ecMSG_tipo|vus_ecMSG_fecha,0
01-ventanilla,vus_tramites_ec_MUESTRAS,vus_tramites_{tipo}_muestras,case_sample,case_event,16,vus_ecMUE_numsol|vus_ecMUE_tpt_id|vus_ecMUE_tpr_id|vus_ecMUE_tipo,1
01-ventanilla,vus_tramites_ec_PAGOs,vus_tramites_{tipo}_pagos,case_request,case_request,17,vus_ecPAG_numsol|vus_ecPAG_tpt_id|vus_ecPAG_tpr_id|vus_ecPAG_ban_id|vus_ecPAG_bol_id|vus_ecPAG_tpo,0
01-ventanilla,vus_tramites_ec_SEC,vus_tramites_{tipo}_sec,case_classification,case_event,12,vus_ecSEC_numsol|vus_ecSEC_tpt_id|vus_ecSEC_tpr_id|vus_ecSEC_tipo|vus_ecSEC_ctg_id|vus_ecSEC_ctg_id_tpo,1
01-ventanilla,vus_tramites_ec_SECinf,vus_tramites_{tipo}_secinf,case_classification,case_event,12,vus_ecSECi_numsol|vus_ecSECi_tpt_id|vus_ecSECi_tpr_id|vus_ecSECi_sec|vus_ecSECi_tipo|vus_ecSECi_id,1
01-ventanilla,vus_tramites_ec_cambios,vus_tramites_{tipo}_cambios,case_event,case_event,14,vus_ecchg_numsol|vus_ecchg_tpt_id|vus_ecchg_tpr_id|vus_ecchg_id,0
01-ventanilla,vus_tramites_ec_control_empresa,vus_tramites_{tipo}_control_empresa,case_request,case_request,9,vus_ec_cem_rif|vus_ec_cem_tpr_id|vus_ec_cem_periodo,0
01-ventanilla,vus_tramites_ec_control_empresa_tra,vus_tramites_{tipo}_control_empresa_tra,case_request,case_request,10,vus_ec_cet_rif|vus_ec_cet_tpr_id|vus_ec_cet_tpt_id|vus_ec_cet_periodo|vus_ec_cet_farm_ci|vus_ec_cet_fecha,1
01-ventanilla,vus_tramites_ec_dates,vus_tramites_{tipo}_dates,case_request,case_request,26,vus_ec_dat_numsol|vus_ec_dat_tpt_id|vus_ec_dat_tpr_id,0
01-ventanilla,vus_tramites_ec_files,vus_tramites_{tipo}_files,case_file,case_file,13,vus_ecfil_numsol|vus_ecfil_tpt_id|vus_ecfil_tpr_id|vus_ecfil_date,0
01-ventanilla,vus_tramites_ec_formula,vus_tramites_{tipo}_formula,case_formula_component,form_submission,23,vus_ecFOR_numsol|vus_ecFOR_tpt_id|vus_ecFOR_tpr_id|vus_ecFOR_id|vus_ecFOR_sus_nom|vus_ecFOR_tipo,1
01-ventanilla,vus_tramites_ec_mails,vus_tramites_{tipo}_mails,case_request,case_request,15,vus_ecEMA_numsol|vus_ecEMA_tpt_id|vus_ecEMA_tpr_id|vus_ecEMA_tipo|vus_ecEMA_fecha,0
01-ventanilla,vus_tramites_ec_personas,vus_tramites_{tipo}_personas,case_party,case_party,19,vus_ecper_numsol|vus_ecper_tpt_id|vus_ecper_tpr_id|vus_ecper_id|vus_ecper_cui,1
01-ventanilla,vus_tramites_ec_productos,vus_tramites_{tipo}_productos,case_product,case_product,18,vus_ecpro_numsol|vus_ecpro_tpt_id|vus_ecpro_tpr_id|vus_ecpro_tpo|vus_ecpro_id|vus_ecpro_reg,1
01-ventanilla,vus_tramites_ec_publicidad,vus_tramites_{tipo}_publicidad,case_advertising,form_submission,24,vus_ecpub_numsol|vus_ecpub_tpt_id|vus_ecpub_tpr_id|vus_ecpub_id,0
01-ventanilla,vus_tramites_ec_tramite,vus_tramites_{tipo}_tramite,case_step_payload,form_submission,62,vus_ec_tpt_numsol|vus_ec_tpt_id|vus_ec_tpr_id,1
01-ventanilla,vus_tramites_ef,vus_tramites_{tipo},case_request,case_request,188,vus_ef_numsol|vus_ef_tpt_id|vus_ef_tpr_id,0
01-ventanilla,vus_tramites_ef1,vus_tramites_{tipo},case_request,case_request,188,vus_ef_numsol|vus_ef_tpt_id|vus_ef_tpr_id,0
01-ventanilla,vus_tramites_ef1_AUDIENCIAS,vus_tramites_{tipo}_audiencias,case_appointment,case_event,14,vus_efAUD_numsol|vus_efAUD_tpt_id|vus_efAUD_tpr_id|vus_efAUD_crea_dt,1
01-ventanilla,vus_tramites_ef1_CHKinf,vus_tramites_{tipo}_chkinf,case_checklist_response,case_checklist_response,13,vus_efCHKi_numsol|vus_efCHKi_tpt_id|vus_efCHKi_tpr_id|vus_efCHKi_etapa|vus_efCHKi_tec_id,1
01-ventanilla,vus_tramites_ef1_CHKl,vus_tramites_{tipo}_chkl,case_checklist_response,case_checklist_response,70,vus_efCHK_numsol|vus_efCHK_tpt_id|vus_efCHK_tpr_id|vus_efCHK_tec_id|vus_efCHK_ttc_id|vus_efCHK_ttd_id|vus_efCHK_ttl_part,1
01-ventanilla,vus_tramites_ef1_DOCs,vus_tramites_{tipo}_docs,case_document,case_document,18,vus_efDOC_numsol|vus_efDOC_tpt_id|vus_efDOC_tpr_id|vus_efDOC_ttc_id|vus_efDOC_ttd_id|vus_efDOC_ttd_part|vus_efDOC_copy,1
01-ventanilla,vus_tramites_ef1_EMPRESAS,vus_tramites_{tipo}_empresas,case_party,case_party,145,vus_efEMP_numsol|vus_efEMP_tpt_id|vus_efEMP_tpr_id|vus_efEMP_rif|vus_efEMP_rol_id|vus_efEMP_nombre,1
01-ventanilla,vus_tramites_ef1_FIT,vus_tramites_{tipo}_fit,case_technical_sheet,form_submission,32,vus_efFIT_numsol|vus_efFIT_tpt_id|vus_efFIT_tpr_id|vus_efFIT_tipo,1
01-ventanilla,vus_tramites_ef1_MUESTRAS,vus_tramites_{tipo}_muestras,case_sample,case_event,16,vus_efMUE_numsol|vus_efMUE_tpt_id|vus_efMUE_tpr_id|vus_efMUE_tipo,1
01-ventanilla,vus_tramites_ef1_SEC,vus_tramites_{tipo}_sec,case_classification,case_event,12,vus_efSEC_numsol|vus_efSEC_tpt_id|vus_efSEC_tpr_id|vus_efSEC_tipo|vus_efSEC_ctg_id|vus_efSEC_ctg_id_tpo,1
01-ventanilla,vus_tramites_ef1_SECinf,vus_tramites_{tipo}_secinf,case_classification,case_event,12,vus_efSECi_numsol|vus_efSECi_tpt_id|vus_efSECi_tpr_id|vus_efSECi_sec|vus_efSECi_tipo|vus_efSECi_id,1
01-ventanilla,vus_tramites_ef1_cambios,vus_tramites_{tipo}_cambios,case_event,case_event,14,vus_efchg_numsol|vus_efchg_tpt_id|vus_efchg_tpr_id|vus_efchg_id,0
01-ventanilla,vus_tramites_ef1_foreign,vus_tramites_{tipo}_foreign,case_request,case_request,11,vus_effore_numsol|vus_effore_tpt_id|vus_effore_tpr_id|vus_effore_pro_id,1
01-ventanilla,vus_tramites_ef1_formula,vus_tramites_{tipo}_formula,case_formula_component,form_submission,23,vus_efFOR_numsol|vus_efFOR_tpt_id|vus_efFOR_tpr_id|vus_efFOR_id|vus_efFOR_sus_nom|vus_efFOR_tipo,1
01-ventanilla,vus_tramites_ef1_publicidad,vus_tramites_{tipo}_publicidad,case_advertising,form_submission,24,vus_efpub_numsol|vus_efpub_tpt_id|vus_efpub_tpr_id|vus_efpub_id,0
01-ventanilla,vus_tramites_ef1_tramite,vus_tramites_{tipo}_tramite,case_step_payload,form_submission,62,vus_ef_tpt_numsol|vus_ef_tpt_id|vus_ef_tpr_id,1
01-ventanilla,vus_tramites_ef2,vus_tramites_{tipo},case_request,case_request,188,vus_ef_numsol|vus_ef_tpt_id|vus_ef_tpr_id,0
01-ventanilla,vus_tramites_ef2_AUDIENCIAS,vus_tramites_{tipo}_audiencias,case_appointment,case_event,14,vus_efAUD_numsol|vus_efAUD_tpt_id|vus_efAUD_tpr_id|vus_efAUD_crea_dt,1
01-ventanilla,vus_tramites_ef2_CHKinf,vus_tramites_{tipo}_chkinf,case_checklist_response,case_checklist_response,13,vus_efCHKi_numsol|vus_efCHKi_tpt_id|vus_efCHKi_tpr_id|vus_efCHKi_etapa|vus_efCHKi_tec_id,1
01-ventanilla,vus_tramites_ef2_CHKl,vus_tramites_{tipo}_chkl,case_checklist_response,case_checklist_response,70,vus_efCHK_numsol|vus_efCHK_tpt_id|vus_efCHK_tpr_id|vus_efCHK_tec_id|vus_efCHK_ttc_id|vus_efCHK_ttd_id|vus_efCHK_ttl_part,1
01-ventanilla,vus_tramites_ef2_DOCs,vus_tramites_{tipo}_docs,case_document,case_document,18,vus_efDOC_numsol|vus_efDOC_tpt_id|vus_efDOC_tpr_id|vus_efDOC_ttc_id|vus_efDOC_ttd_id|vus_efDOC_ttd_part|vus_efDOC_copy,1
01-ventanilla,vus_tramites_ef2_EMPRESAS,vus_tramites_{tipo}_empresas,case_party,case_party,145,vus_efEMP_numsol|vus_efEMP_tpt_id|vus_efEMP_tpr_id|vus_efEMP_rif|vus_efEMP_rol_id|vus_efEMP_nombre,1
01-ventanilla,vus_tramites_ef2_FIT,vus_tramites_{tipo}_fit,case_technical_sheet,form_submission,32,vus_efFIT_numsol|vus_efFIT_tpt_id|vus_efFIT_tpr_id|vus_efFIT_tipo,1
01-ventanilla,vus_tramites_ef2_MUESTRAS,vus_tramites_{tipo}_muestras,case_sample,case_event,16,vus_efMUE_numsol|vus_efMUE_tpt_id|vus_efMUE_tpr_id|vus_efMUE_tipo,1
01-ventanilla,vus_tramites_ef2_SEC,vus_tramites_{tipo}_sec,case_classification,case_event,12,vus_efSEC_numsol|vus_efSEC_tpt_id|vus_efSEC_tpr_id|vus_efSEC_tipo|vus_efSEC_ctg_id|vus_efSEC_ctg_id_tpo,1
01-ventanilla,vus_tramites_ef2_SECinf,vus_tramites_{tipo}_secinf,case_classification,case_event,12,vus_efSECi_numsol|vus_efSECi_tpt_id|vus_efSECi_tpr_id|vus_efSECi_sec|vus_efSECi_tipo|vus_efSECi_id,1
01-ventanilla,vus_tramites_ef2_cambios,vus_tramites_{tipo}_cambios,case_event,case_event,14,vus_efchg_numsol|vus_efchg_tpt_id|vus_efchg_tpr_id|vus_efchg_id,0
01-ventanilla,vus_tramites_ef2_foreign,vus_tramites_{tipo}_foreign,case_request,case_request,11,vus_effore_numsol|vus_effore_tpt_id|vus_effore_tpr_id|vus_effore_pro_id,1
01-ventanilla,vus_tramites_ef2_formula,vus_tramites_{tipo}_formula,case_formula_component,form_submission,23,vus_efFOR_numsol|vus_efFOR_tpt_id|vus_efFOR_tpr_id|vus_efFOR_id|vus_efFOR_sus_nom|vus_efFOR_tipo,1
01-ventanilla,vus_tramites_ef2_publicidad,vus_tramites_{tipo}_publicidad,case_advertising,form_submission,24,vus_efpub_numsol|vus_efpub_tpt_id|vus_efpub_tpr_id|vus_efpub_id,0
01-ventanilla,vus_tramites_ef2_tramite,vus_tramites_{tipo}_tramite,case_step_payload,form_submission,62,vus_ef_tpt_numsol|vus_ef_tpt_id|vus_ef_tpr_id,1
01-ventanilla,vus_tramites_ef3,vus_tramites_{tipo},case_request,case_request,188,vus_ef_numsol|vus_ef_tpt_id|vus_ef_tpr_id,0
01-ventanilla,vus_tramites_ef3_AUDIENCIAS,vus_tramites_{tipo}_audiencias,case_appointment,case_event,14,vus_efAUD_numsol|vus_efAUD_tpt_id|vus_efAUD_tpr_id|vus_efAUD_crea_dt,1
01-ventanilla,vus_tramites_ef3_CHKinf,vus_tramites_{tipo}_chkinf,case_checklist_response,case_checklist_response,13,vus_efCHKi_numsol|vus_efCHKi_tpt_id|vus_efCHKi_tpr_id|vus_efCHKi_etapa|vus_efCHKi_tec_id,1
01-ventanilla,vus_tramites_ef3_CHKl,vus_tramites_{tipo}_chkl,case_checklist_response,case_checklist_response,70,vus_efCHK_numsol|vus_efCHK_tpt_id|vus_efCHK_tpr_id|vus_efCHK_tec_id|vus_efCHK_ttc_id|vus_efCHK_ttd_id|vus_efCHK_ttl_part,1
01-ventanilla,vus_tramites_ef3_DOCs,vus_tramites_{tipo}_docs,case_document,case_document,18,vus_efDOC_numsol|vus_efDOC_tpt_id|vus_efDOC_tpr_id|vus_efDOC_ttc_id|vus_efDOC_ttd_id|vus_efDOC_ttd_part|vus_efDOC_copy,1
01-ventanilla,vus_tramites_ef3_EMPRESAS,vus_tramites_{tipo}_empresas,case_party,case_party,145,vus_efEMP_numsol|vus_efEMP_tpt_id|vus_efEMP_tpr_id|vus_efEMP_rif|vus_efEMP_rol_id|vus_efEMP_nombre,1
01-ventanilla,vus_tramites_ef3_FIT,vus_tramites_{tipo}_fit,case_technical_sheet,form_submission,32,vus_efFIT_numsol|vus_efFIT_tpt_id|vus_efFIT_tpr_id|vus_efFIT_tipo,1
